item,itemLabel,coords,image,dgpcid
http://www.wikidata.org/entity/Q5770441,Ruínas da cidade velha de Santa Luzia,Point(-8.835282 41.705253),http://commons.wikimedia.org/wiki/Special:FilePath/Cit%C3%A2nia%20de%20Sta.%20Luzia%20%28alvenaria%29.jpg,70271
http://www.wikidata.org/entity/Q5785601,Convento da Boa Hora,Point(-9.194628 38.704085),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Nossa%20Senhora%20da%20Boa%20Hora%207405.jpg,70890
http://www.wikidata.org/entity/Q5840855,Torre de Anto,Point(-8.428349 40.209864),http://commons.wikimedia.org/wiki/Special:FilePath/TorreAnto2.jpg,70528
http://www.wikidata.org/entity/Q5940955,Torre de Vilar,Point(-8.208763 41.287601),http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Vilar%201.jpg,71817
http://www.wikidata.org/entity/Q5993967,Igreja Matriz de Estômbar,Point(-8.487355 37.146282),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20de%20Est%C3%B4mbar%20%286%29.jpg,70669
http://www.wikidata.org/entity/Q5993984,Igreja Matriz de Caminha,Point(-8.83888889 41.87805556),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20de%20Caminha.jpg,70680
http://www.wikidata.org/entity/Q5993993,Igreja Matriz de Barcelos,Point(-8.62194444 41.52861111),http://commons.wikimedia.org/wiki/Special:FilePath/Barcelos%20Igreja%20Matriz-view01.jpg,70556
http://www.wikidata.org/entity/Q5994001,Igreja Matriz de Santiago do Cacém,Point(-8.69778 38.013871),http://commons.wikimedia.org/wiki/Special:FilePath/Fachada%20da%20Igreja%20Matriz%20de%20Santiago%20do%20Cac%C3%A9m.jpg,71154
http://www.wikidata.org/entity/Q5994004,Igreja Matriz de São Martinho de Candoso,Point(-8.335373 41.42621),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20de%20S%C3%A3o%20Martinho%20de%20Candoso.jpg,71099
http://www.wikidata.org/entity/Q5994060,Igreja da Exaltação de Santa Cruz,Point(-8.824026 39.65787),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20da%20Exalta%C3%A7%C3%A3o%20de%20Santa%20Cruz%20Frente.jpg,71166
http://www.wikidata.org/entity/Q5994070,Igreja da Graça (Santarém),Point(-8.68027778 39.23472222),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20da%20Gra%C3%A7a%2C%20em%20Santar%C3%A9m%20%28Portugal%29.jpg,70431
http://www.wikidata.org/entity/Q5994073,Igreja da Madalena,Point(-9.135 38.71027778),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20da%20Madalena2037.JPG,70278
http://www.wikidata.org/entity/Q5994082,Igreja da Misericórdia de Santarém,Point(-8.682757 39.234915),http://commons.wikimedia.org/wiki/Special:FilePath/1%20Miguel%20de%20Arruda%20Igreja%20da%20Miseric%C3%B3rdia%20Santar%C3%A9m%20IMG%201952.jpg,71107
http://www.wikidata.org/entity/Q5994095,Igreja da Penha Longa,Point(-9.397849 38.762718),http://commons.wikimedia.org/wiki/Special:FilePath/1%20Igreja%20da%20Penha%20Longa%20Sintra%20IMG%207021.jpg,69854
http://www.wikidata.org/entity/Q5994100,Igreja de Bravães,Point(-8.45305556 41.79777778),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20aldeia.jpg,69876
http://www.wikidata.org/entity/Q5994112,Igreja de Chelas,Point(-9.117798 38.740312),http://commons.wikimedia.org/wiki/Special:FilePath/Antigo%20Convento%20de%20S%C3%A3o%20F%C3%A9lix%20e%20Santo%20Adri%C3%A3o%20de%20Chelas.jpg,70587
http://www.wikidata.org/entity/Q5994115,Igreja de Nossa Senhora da Anunciação (Mértola),Point(-7.66361111 37.63833333),http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9rtola%20-%20Igreja%20de%20Nossa%20Senhora%20da%20Anuncia%C3%A7%C3%A3o.jpg,70163
http://www.wikidata.org/entity/Q5994118,Igreja de Nossa Senhora da Conceição (Ermida),Point(-7.97 40.92222222),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Nossa%20Senhora%20da%20Concei%C3%A7%C3%A3o%20%28Ermida%29%200454.JPG,70322
http://www.wikidata.org/entity/Q5994128,Igreja de Nossa Senhora da Luz (Carnide),Point(-9.184905 38.760434),http://commons.wikimedia.org/wiki/Special:FilePath/Lisboa%20-%20Portugal%20%28281668614%29.jpg,323913
http://www.wikidata.org/entity/Q5994135,Igreja de Nossa Senhora do Ó de Águas Santas,Point(-8.57725 41.210429),http://commons.wikimedia.org/wiki/Special:FilePath/Church%20Nossa%20Sra%20O%20by%20Henrique%20Matos%2001.jpg,69879
http://www.wikidata.org/entity/Q5994148,Igreja de Santa Eulália do Mosteiro de Arnoso,Point(-8.522454 41.466954),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20do%20Mosteiro%20de%20Santa%20Maria%20de%20Arnoso%2001.JPG,69817
http://www.wikidata.org/entity/Q5994155,Igreja de Santa Maria (Loures),Point(-9.179022 38.832307),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20de%20Loures.jpg,70542
http://www.wikidata.org/entity/Q5994160,Igreja de Santa Luzia,Point(-9.130439 38.711796),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Santa%20Luzia.JPG,71145
http://www.wikidata.org/entity/Q5994160,Igreja de Santa Luzia,Point(-9.130439 38.711796),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Santa%20Luzia%20Lisboa.JPG,71145
http://www.wikidata.org/entity/Q5994165,Igreja de Santa Maria (Sintra),Point(-9.384786 38.793827),http://commons.wikimedia.org/wiki/Special:FilePath/Sintra-StaMariaChurch.jpg,69881
http://www.wikidata.org/entity/Q5994174,Igreja de Santa Maria de Airães,Point(-8.198758 41.314819),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Santa%20Maria%20de%20Air%C3%A3es.jpg,71193
http://www.wikidata.org/entity/Q5994176,Igreja de Santa Maria de Marvila,Point(-8.681399 39.235256),http://commons.wikimedia.org/wiki/Special:FilePath/S%20maria%20marvila%201.jpg,70432
http://www.wikidata.org/entity/Q5994187,Igreja de Santiago (Coimbra),Point(-8.429248 40.209496),http://commons.wikimedia.org/wiki/Special:FilePath/Igr%20santiago%203.JPG,69863
http://www.wikidata.org/entity/Q5994195,Igreja de Santo André (Mafra),Point(-9.337902 38.936519),http://commons.wikimedia.org/wiki/Special:FilePath/Silent%20doors%20%2829528496670%29.jpg,70521
http://www.wikidata.org/entity/Q5994200,Igreja de Santo António (Lagos),Point(-8.67138889 37.09944444),http://commons.wikimedia.org/wiki/Special:FilePath/Lagos%2020170416%20080000%20%2834506457582%29.jpg,69860
http://www.wikidata.org/entity/Q5994214,Mosteiro de São Bento da Vitória,Point(-8.61583333 41.14416667),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20S%20Bento%20Vitoria%20%28Porto%29.JPG,70399
http://www.wikidata.org/entity/Q5994214,Mosteiro de São Bento da Vitória,Point(-8.61583333 41.14416667),http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20-%20Portugal%20%2828288010171%29.jpg,70399
http://www.wikidata.org/entity/Q5994220,Igreja de Santo Estêvão (Lisboa),Point(-9.12796 38.71218),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Santo%20Est%C3%AAv%C3%A3o%2C%20seen%20from%20the%20Miradouro%20S.%20Luzia%2C%20Lisbon%2C%20Portugal.jpg,70627
http://www.wikidata.org/entity/Q5994225,Igreja de São Domingos (Vila Real),Point(-7.7466 41.2963),http://commons.wikimedia.org/wiki/Special:FilePath/VilaRealCathedral.jpg,69794
http://www.wikidata.org/entity/Q5994230,Igreja de São Fins de Friestas,Point(-8.58222222 42.03138889),http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Sanfins%20de%20Friestas.jpg,69774
http://www.wikidata.org/entity/Q5994239,Igreja de São João Batista (Alcochete),Point(-8.959915 38.756174),http://commons.wikimedia.org/wiki/Special:FilePath/Alcochete%202013-1.jpg,71170
http://www.wikidata.org/entity/Q5994244,Igreja de São João Batista (Cimo de Vila da Castanheira),Point(-7.26811111 41.79869444),,70324
http://www.wikidata.org/entity/Q5994247,Igreja de São João Batista (Figueiró dos Vinhos),Point(-8.274936 39.902215),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%2C%202012%20%28Figueir%C3%B3%20dos%20Vinhos%2C%20Portugal%29%20%288015913318%29.jpg,69824
http://www.wikidata.org/entity/Q5994256,Igreja de São João Batista (Tomar),Point(-8.411708 39.603109),http://commons.wikimedia.org/wiki/Special:FilePath/Tomar%20-%20Church%20Joao%20Baptista.jpg,70240
http://www.wikidata.org/entity/Q5994264,Igreja de São Julião de Setúbal,Point(-8.892574 38.523916),http://commons.wikimedia.org/wiki/Special:FilePath/Church%20in%20Praca%20do%20Bocage.JPG,70219
http://www.wikidata.org/entity/Q5994266,Igreja de São Leonardo,Point(-9.325242042 39.339134216),http://commons.wikimedia.org/wiki/Special:FilePath/2%20Atouguia%20da%20Baleia%20IMG%205944.jpg,71114
http://www.wikidata.org/entity/Q5994287,Igreja de São Martinho de Mouros,Point(-7.898566 41.101848),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20de%20S.%20Martinho%20de%20Mouros%20-%20Portugal%20%28273408359%29.jpg,69846
http://www.wikidata.org/entity/Q5994288,Igreja de São Miguel (Armamar),Point(-7.692711 41.109432),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20de%20Armamar.jpg,70540
http://www.wikidata.org/entity/Q5994289,Igreja de São Miguel de Entre-os-Rios,Point(-8.29907 41.083305),http://commons.wikimedia.org/wiki/Special:FilePath/S.%20Miguel%20da%20Eja%20-%20Penafiel.jpg,70545
http://www.wikidata.org/entity/Q5994292,Igreja de São Pedro (Abragão),Point(-8.222309 41.157207),http://commons.wikimedia.org/wiki/Special:FilePath/BragaAveiro%20-%20261%20%2830194495842%29.jpg,71192
http://www.wikidata.org/entity/Q5994297,Igreja de São Pedro de Ferreira,Point(-8.34349 41.264823),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20do%20Mosteiro%20de%20S%C3%A3o%20Pedro%20de%20Ferreira%2C%20Pa%C3%A7os%20de%20Ferreira%2C%20Portugal%20%283595552844%29.jpg,70362
http://www.wikidata.org/entity/Q5994305,Igreja de São Sebastião (Lagos),Point(-8.67388889 37.10388889),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20San%20Sebastiao%20Lagos%20Portugal.jpg,69861
http://www.wikidata.org/entity/Q5994314,Igreja de São Vicente de Sousa,Point(-8.248649 41.343804),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20S%C3%A3o%20Vicente%20de%20Sousa.jpg,71124
http://www.wikidata.org/entity/Q5994320,Igreja do Convento do Louriçal,Point(-8.736434 40.003626),http://commons.wikimedia.org/wiki/Special:FilePath/Convento%20do%20Louri%C3%A7al.JPG,70369
http://www.wikidata.org/entity/Q5994334,Igreja do Menino Deus,Point(-9.1314115 38.7136755),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20do%20Menino%20Deus.jpg,70522
http://www.wikidata.org/entity/Q5994345,Convento dos Grilos,Point(-8.61239722 41.14197222),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20S%C3%A3o%20Louren%C3%A7o%20Grilos%20%2842141966264%29.jpg,70400
http://www.wikidata.org/entity/Q5994348,Igreja dos Lóios,Point(-7.906914 38.572912),http://commons.wikimedia.org/wiki/Special:FilePath/Evora-LoiosChurch.jpg,69784
http://www.wikidata.org/entity/Q5994351,Igreja e Convento de Nossa Senhora de Jesus do Sítio,Point(-8.687029 39.233192),http://commons.wikimedia.org/wiki/Special:FilePath/Convento%20de%20Nossa%20Senhora%20de%20Jesus%20do%20S%C3%ADtio%2C%20Santar%C3%A9m%2C%20Portugal%20%283660143912%29.jpg,70662
http://www.wikidata.org/entity/Q6041414,Instituto Nacional de Saúde Dr. Ricardo Jorge,Point(-9.164014 38.764782),,10948250
http://www.wikidata.org/entity/Q6041414,Instituto Nacional de Saúde Dr. Ricardo Jorge,Point(-9.164014 38.764782),,10948250
http://www.wikidata.org/entity/Q6091644,Ponte da Tôr,Point(-8.027109146 37.189872741),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20romana%20da%20T%C3%B4r.JPG,339879
http://www.wikidata.org/entity/Q6292942,Museu de José Malhoa,Point(-9.134 39.4008),http://commons.wikimedia.org/wiki/Special:FilePath/Caldas%20da%20Rainha%20Museu%20Malhoa.jpg,73586
http://www.wikidata.org/entity/Q6292942,Museu de José Malhoa,Point(-9.134 39.4008),http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20malhoa%20bebados.jpg,73586
http://www.wikidata.org/entity/Q6674219,Igreja de Longos Vales,Point(-8.444525 42.05111944),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Longos%20Vales.jpg,71153
http://www.wikidata.org/entity/Q6751404,Casa de Sezim,Point(-8.32825 41.41486944),http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20de%20sezim%2001.jpg,72777
http://www.wikidata.org/entity/Q6761778,Castelo de Marialva,Point(-7.231564 40.91348),http://commons.wikimedia.org/wiki/Special:FilePath/Marialva%202.jpg,69859
http://www.wikidata.org/entity/Q6787901,Igreja Matriz da Póvoa de Varzim,Point(-8.75693611 41.38091389),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20P%C3%B3voa%20de%20Varzim.JPG,74564
http://www.wikidata.org/entity/Q6875345,Igreja da Misericórdia de Braga,Point(-8.42696 41.5504),http://commons.wikimedia.org/wiki/Special:FilePath/Misericordia%20Church.JPG,73929
http://www.wikidata.org/entity/Q6898313,Mosteiro de Arouca,Point(-8.24656 40.92803),http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20Arouca%20Scala.jpg,70519
http://www.wikidata.org/entity/Q6898329,Igreja de São Pedro de Rates,Point(-8.67241667 41.42334722),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Romanica%20de%20Rates%20geral.JPG,70220
http://www.wikidata.org/entity/Q6898348,Mosteiro de Santa Clara-a-Nova,Point(-8.437773 40.202851),http://commons.wikimedia.org/wiki/Special:FilePath/Sta%20clara%20nova%201.JPG,70695
http://www.wikidata.org/entity/Q6898370,Mosteiro de Pombeiro,Point(-8.22546944 41.38254444),http://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro%20de%20Santa%20Maria%20de%20Pombeiro.jpg,69837
http://www.wikidata.org/entity/Q6904195,Castelo de Montalegre,Point(-7.791 41.826),http://commons.wikimedia.org/wiki/Special:FilePath/Castelo%20montalegre.JPG,70167
http://www.wikidata.org/entity/Q6904195,Castelo de Montalegre,Point(-7.791 41.826),http://commons.wikimedia.org/wiki/Special:FilePath/Montalegre.jpg,70167
http://www.wikidata.org/entity/Q6904195,Castelo de Montalegre,Point(-7.791 41.826),http://commons.wikimedia.org/wiki/Special:FilePath/MontalegreCastle2.jpg,70167
http://www.wikidata.org/entity/Q6904195,Castelo de Montalegre,Point(-7.791 41.826),http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20photographs%20of%20Castelo%20de%20Montalegre%20%288%29.jpg,70167
http://www.wikidata.org/entity/Q6940614,Museu Nacional do Teatro e da Dança,Point(-9.166714 38.774588),http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Nacional%20do%20Teatro%20%28Portugal%29%20%2871493815%29.jpg,74720
http://www.wikidata.org/entity/Q7157050,Paço de Lanheses,Point(-8.680235 41.734713),,156223
http://www.wikidata.org/entity/Q7162548,Castelo de Penela,Point(-8.390519 40.031211),http://commons.wikimedia.org/wiki/Special:FilePath/Castelo%20de%20Penela%20-%20vista%20geral.JPG,69810
http://www.wikidata.org/entity/Q7171427,Parque Termal do Peso,Point(-8.2817 42.1058),http://commons.wikimedia.org/wiki/Special:FilePath/Parque%20Termal%20de%20Melga%C3%A7o%20%284%29.jpg,6490763
http://www.wikidata.org/entity/Q7195878,Castelo de Pinhel,Point(-7.062 40.777),http://commons.wikimedia.org/wiki/Special:FilePath/Castelo%20de%20Pinhel.jpg,70409
http://www.wikidata.org/entity/Q7204979,Arco romano de Beja,Point(-7.865512 38.01708),http://commons.wikimedia.org/wiki/Special:FilePath/BejaCastle-CCBY.jpg,69866
http://www.wikidata.org/entity/Q7220201,Palácio da Independência,Point(-9.139397 38.715439),http://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20Independ%C3%AAncia.JPG,70366
http://www.wikidata.org/entity/Q7228119,Ponte da Barbeita,Point(-8.39416667 42.07472222),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20da%20Barbeita.JPG,73404
http://www.wikidata.org/entity/Q7228121,Ponte da Pica,Point(-8.48424975 40.86998071),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20da%20Pica.jpg,69762
http://www.wikidata.org/entity/Q7228122,Ponte da Ribeira de Cobres,Point(-8.054506 37.512841),http://commons.wikimedia.org/wiki/Special:FilePath/Almod%C3%B4var%20%282407861332%29.jpg,74593
http://www.wikidata.org/entity/Q7228124,Ponte da Mizarela,Point(-8.01972222 41.69194444),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20da%20Misarela%20%289%29.jpg,74387
http://www.wikidata.org/entity/Q7228124,Ponte da Mizarela,Point(-8.01972222 41.69194444),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20da%20Misarela%20%289%29.jpg,74387
http://www.wikidata.org/entity/Q7228127,Ponte das Caínheiras,Point(-8.13917 42.0257),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20das%20Cainheiras%201445.jpg,72930
http://www.wikidata.org/entity/Q7228128,Ponte de Assureira,Point(-8.165613 42.003763),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Assureira.jpg,72928
http://www.wikidata.org/entity/Q7228129,Ponte de Barcelos,Point(-8.62222222 41.52722222),http://commons.wikimedia.org/wiki/Special:FilePath/Barcelos%20Ponte%20ed5eval%20sobre%20o%20Rio%20C%C3%A1vado1400.JPG,70518
http://www.wikidata.org/entity/Q7228131,Ponte de Dorna,Point(-8.16768611 41.99429167),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Dorna%201424.jpg,74081
http://www.wikidata.org/entity/Q7228132,Ponte de Cavez,Point(-7.89111111 41.51388889),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Cavez%20%282%29.jpg,71103
http://www.wikidata.org/entity/Q7228133,Ponte de Frieira,Point(-6.758694444 41.5745),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Frieira.JPG,70978
http://www.wikidata.org/entity/Q7228134,Ponte de Cavalos,Point(-8.349484 40.84078),,3928831
http://www.wikidata.org/entity/Q7228135,Ponte de Coronados,Point(-8.399827 40.835914),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20dos%20coronados.jpg,3929148
http://www.wikidata.org/entity/Q7228136,Ponte de Gimonde,Point(-6.697355 41.803693),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Gimonde%20-%20Portugal%20%284318206717%29.jpg,74118
http://www.wikidata.org/entity/Q7228137,Ponte de Lagoncinha,Point(-8.52 41.34888889),http://commons.wikimedia.org/wiki/Special:FilePath/Study%20on%20a%20medieval%20bridge%20XVI%20%2849843362176%29.jpg,69842
http://www.wikidata.org/entity/Q7228139,Ponte de Mértola,Point(-7.66416667 37.63583333),http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20do%20rio%20%287%29.jpg,70233
http://www.wikidata.org/entity/Q7228142,Ponte de Mem Gutierres,Point(-8.16625 41.57680556),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Mem%20Gutierres%20%285%29.jpg,70413
http://www.wikidata.org/entity/Q7228144,Ponte de Serves,Point(-8.377354 41.420385),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Serves%20%283%29.jpg,70514
http://www.wikidata.org/entity/Q7228145,Ponte de Varziela,Point(-8.145803 42.027213),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20da%20Varziela%20%284516144796%29%20%282%29.jpg,72927
http://www.wikidata.org/entity/Q7228149,Ponte de Vilar de Mouros,Point(-8.78944444 41.8875),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20Rom%C3%A2nica%20de%20Vilar%20de%20Mouros%20-%20panoramio.jpg,70178
http://www.wikidata.org/entity/Q7228150,Ponte medieval de Vilela,Point(-8.4425 41.92111111),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Vilela-02.jpg,73448
http://www.wikidata.org/entity/Q7228154,Ponte do Arco de Baúlhe,Point(-7.9827 41.516),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Arco%20do%20Ba%C3%BAlhe.jpg,70901
http://www.wikidata.org/entity/Q7228155,Ponte romana na freguesia de Estorãos,Point(-8.644881 41.785984),http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20Fluvial%20de%20Estor%C3%A3os%20-%20Portugal%20%285042071010%29.jpg,71018
http://www.wikidata.org/entity/Q7228156,Ponte do Castelo,Point(-8.352742 40.851687),,3929297
http://www.wikidata.org/entity/Q7228158,Ponte do Paul,Point(-7.639087 40.203485),,73518
http://www.wikidata.org/entity/Q7228161,Ponte do Rio Vade,Point(-8.421420097 41.803295135),,72390
http://www.wikidata.org/entity/Q7228163,Ponte do Prado,Point(-8.46277778 41.59583333),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Prado%20%284%29.JPG,70616
http://www.wikidata.org/entity/Q7228164,Ponte de Fão,Point(-8.7725 41.51527778),http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20Fao%20Esposende.JPG,73673
http://www.wikidata.org/entity/Q7231504,Castelo de Portalegre,Point(-7.4308 39.2912),http://commons.wikimedia.org/wiki/Special:FilePath/Muralha%20e%20Museu%20do%20Castelo%20de%20Portalegre%20%28pormenor%29.jpg,70706
http://www.wikidata.org/entity/Q7232168,Faculdade de Arquitetura da Universidade do Porto,Point(-8.63611111 41.15027778),http://commons.wikimedia.org/wiki/Special:FilePath/FAUP.jpg,9157817
http://www.wikidata.org/entity/Q7264805,Igreja do Pópulo,Point(-8.4288 41.552),http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%B3puloBraga.jpg,74658
http://www.wikidata.org/entity/Q7264809,Edifício da Câmara Municipal da Póvoa de Varzim,Point(-8.76 41.3796),http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A2mara%20Municipal%20da%20P%C3%B3voa%20de%20Varzim.jpg,74561
http://www.wikidata.org/entity/Q7285026,Palácio do Raio,Point(-8.42262778 41.54837778),http://commons.wikimedia.org/wiki/Special:FilePath/Raio%20Palace.JPG,74588
http://www.wikidata.org/entity/Q7315410,Casa da Mesquitela,Point(-7.75373889 40.58510556),,74901
http://www.wikidata.org/entity/Q7315413,Casa dos Crivos,Point(-8.42364722 41.55014167),http://commons.wikimedia.org/wiki/Special:FilePath/Casa%20dos%20Crivos.JPG,74661
http://www.wikidata.org/entity/Q7362209,Termas romanas de Maximinos,Point(-8.42958889 41.54628889),http://commons.wikimedia.org/wiki/Special:FilePath/Termas%20de%20Maximinos.JPG,69713
http://www.wikidata.org/entity/Q7362327,Estação lusitana-romana dos Casais Velhos,Point(-9.47568889 38.71914167),http://commons.wikimedia.org/wiki/Special:FilePath/CasaisVelhos1.jpg,74117
http://www.wikidata.org/entity/Q7362343,Villa Romana do Alto do Cidreira,Point(-9.423397064 38.721252441),http://commons.wikimedia.org/wiki/Special:FilePath/Roman%20villa%20of%20Alto%20da%20Cidreira.jpg,69674
http://www.wikidata.org/entity/Q7362347,villa romana de Outeiro de Polima,Point(-9.32866667 38.71602778),,71265
http://www.wikidata.org/entity/Q7375625,Depósito de Materiais do Porto,Point(-8.614241 41.149663),http://commons.wikimedia.org/wiki/Special:FilePath/Dep%C3%B3sito%20de%20Materiais%20do%20Porto%20por%20Rodrigo%20Tetsuo%20Argenton%20%2802%29.jpg,6457325
http://www.wikidata.org/entity/Q7401218,Igreja de Santa Eulália (Tenões),Point(-8.3859 41.5577),http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Eulalia%20Church.JPG,73928
http://www.wikidata.org/entity/Q7402284,Igreja de São Vicente (São Vicente),Point(-8.421211 41.55603),http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20S.Vicente.JPG,73975
http://www.wikidata.org/entity/Q7450620,Igreja de Nossa Senhora das Dores (Póvoa de Varzim),Point(-8.758743 41.382303),http://commons.wikimedia.org/wiki/Special:FilePath/Capelas%20igreja%20da%20Senhora%20das%20Dores%20da%20P%C3%B3voa%20de%20Varzim.JPG,74559
http://www.wikidata.org/entity/Q7564030,Palácio Sotto Mayor,Point(-9.147265 38.72856),http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20Sotto%20Mayor%207285.jpg,71260
http://www.wikidata.org/entity/Q7603888,Porta e Torre de Almedina,Point(-8.428771 40.208845),http://commons.wikimedia.org/wiki/Special:FilePath/Pta%20barbaca.JPG,70484
http://www.wikidata.org/entity/Q7603888,Porta e Torre de Almedina,Point(-8.428771 40.208845),http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Almedina%20in%20Coimbra.jpg,70484
http://www.wikidata.org/entity/Q7661942,Sinagoga de Tomar,Point(-8.413673 39.6032),http://commons.wikimedia.org/wiki/Special:FilePath/Sinagoga%20de%20Tomar%20IMG%209389.jpg,70238
http://www.wikidata.org/entity/Q7689027,Restaurante Tavares,Point(-9.143161 38.711345),http://commons.wikimedia.org/wiki/Special:FilePath/Restaurante%20Tavares%20Lisbon.JPG,71549
http://www.wikidata.org/entity/Q7826991,Torre de Pedro-Sem,Point(-8.625 41.1492),http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20de%20Pedro%20Sem.JPG,70203
http://www.wikidata.org/entity/Q8187798,Aqueduto da Amoreira,Point(-7.17239 38.878),http://commons.wikimedia.org/wiki/Special:FilePath/Aqueduto%20de%20Elvas%20Henrique%20Matos%2001.jpg,70195
http://www.wikidata.org/entity/Q8187810,Aqueduto da Água de Prata,Point(-7.919368 38.579146),http://commons.wikimedia.org/wiki/Special:FilePath/Evora.aqueduct.jpg,70229
http://www.wikidata.org/entity/Q8187811,Aqueduto de Óbidos,Point(-9.15722222 39.35777778),http://commons.wikimedia.org/wiki/Special:FilePath/Aqueduto%20de%20%C3%93bidos%202.JPG,74040
http://www.wikidata.org/entity/Q8262619,Capela do Senhor dos Passos (Porto),Point(-8.61138056 41.14324444),http://commons.wikimedia.org/wiki/Special:FilePath/Capela%20do%20Senhor%20dos%20Passos%20%28Porto%29%2035.JPG,73489
http://www.wikidata.org/entity/Q8342497,Castelo de Paderne,Point(-8.200555555 37.157055555),http://commons.wikimedia.org/wiki/Special:FilePath/Paderne%20Castle%2026%20Nov%202007%20%289%29.JPG,74129
http://www.wikidata.org/entity/Q8342822,Catedral das Beiras,Point(-7.79944444 40.33666667),http://commons.wikimedia.org/wiki/Special:FilePath/IgrejaMatrizSG.JPG,4244256
http://www.wikidata.org/entity/Q8342824,Igreja de São Miguel (Castelo Branco),Point(-7.49111 39.8267),http://commons.wikimedia.org/wiki/Special:FilePath/Castelo%20Branco%20April%202015-14.jpg,73972
http://www.wikidata.org/entity/Q8342841,Sé de Leiria,Point(-8.80675 39.7461),http://commons.wikimedia.org/wiki/Special:FilePath/Leiria%20S%C3%A9.jpg,14955162
